feature,lasso_coefficient,kept
MoreauBrotoAuto_Steric11,-0.0,False
MoreauBrotoAuto_Mutability3,-0.0,False
MoreauBrotoAuto_Mutability10,-0.0,False
NE,0.0,False
MoreauBrotoAuto_FreeEnergy7,-0.0,False
MoranAuto_Hydrophobicity6,0.0,False
MoranAuto_Hydrophobicity8,-0.0,False
MoranAuto_Hydrophobicity12,0.0,False
NT,-0.0,False
MoreauBrotoAuto_FreeEnergy6,-0.0,False
MoranAuto_AvFlexibility2,-0.0,False
MoreauBrotoAuto_FreeEnergy4,0.0,False
MoranAuto_AvFlexibility3,0.0,False
MoranAuto_Polarizability3,-0.0,False
MoranAuto_Polarizability7,0.0,False
MoranAuto_Polarizability10,0.0,False
MoranAuto_FreeEnergy3,-0.0,False
MoranAuto_FreeEnergy6,0.0,False
MoranAuto_Hydrophobicity1,-0.0,False
_SecondaryStrD2050,0.0,False
_SecondaryStrD2100,0.0,False
_SecondaryStrD3025,-0.0,False
APAAC44,-0.0,False
APAAC38,-0.0,False
_ChargeD1075,-0.0,False
_ChargeD2100,0.0,False
_ChargeD3025,-0.0,False
APAAC31,0.0,False
_ChargeD3075,-0.0,False
_PolarityD3025,-0.0,False
_PolarityD3050,0.0,False
_NormalizedVDWVD1100,-0.0,False
GearyAuto_FreeEnergy5,0.0,False
APAAC24,0.0,False
APAAC23,0.0,False
_HydrophobicityD3100,0.0,False
tausw8,-0.0,False
QSOgrant12,-0.0,False
QSOgrant13,-0.0,False
QSOgrant15,-0.0,False
QSOgrant17,0.0,False
QSOgrant18,0.0,False
APAAC2,0.0,False
APAAC22,0.0,False
APAAC20,0.0,False
APAAC18,0.0,False
_NormalizedVDWVD2100,-0.0,False
MoranAuto_Steric6,0.0,False
MoranAuto_Mutability3,-0.0,False
MoranAuto_Mutability6,0.0,False
MoranAuto_Mutability7,0.0,False
NN,-0.0,False
GearyAuto_AvFlexibility3,-0.0,False
GearyAuto_Polarizability1,-0.0,False
NR,-0.0,False
GearyAuto_Polarizability5,0.0,False
GearyAuto_FreeEnergy3,0.0,False
GearyAuto_ResidueVol3,0.0,False
RW,0.0,False
GearyAuto_Steric1,-0.0,False
_SolventAccessibilityD3075,-0.0,False
_PolarizabilityC3,0.0,False
RT,0.0,False
_SecondaryStrC1,-0.0,False
RS,-0.0,False
_SecondaryStrC2,0.0,False
RF,0.0,False
RM,0.0,False
_SecondaryStrT12,0.0,False
RK,0.0,False
RI,0.0,False
RH,-0.0,False
_PolarizabilityD2100,-0.0,False
_SolventAccessibilityD1100,0.0,False
GearyAuto_Mutability5,0.0,False
QE,-0.0,False
QG,-0.0,False
QP,0.0,False
QS,0.0,False
QW,0.0,False
GH,0.0,False
GL,-0.0,False
GT,-0.0,False
HR,0.0,False
HN,0.0,False
HD,-0.0,False
HF,-0.0,False
HY,-0.0,False
II,0.0,False
YF,0.0,False
IP,-0.0,False
IT,0.0,False
LE,0.0,False
LG,-0.0,False
LL,-0.0,False
LM,0.0,False
LT,0.0,False
KR,-0.0,False
KD,0.0,False
KH,-0.0,False
KF,0.0,False
KP,0.0,False
KT,-0.0,False
KV,-0.0,False
MN,-0.0,False
IL,-0.0,False
W,0.0,False
AR,0.0,False
AC,-0.0,False
AF,0.0,False
AW,-0.0,False
RN,0.0,False
RD,0.0,False
RC,-0.0,False
R,0.0,False
QSOSW2,-0.0,False
QSOSW5,-0.0,False
QSOSW12,0.0,False
QSOSW19,-0.0,False
QSOSW28,-0.0,False
QSOgrant1,0.0,False
QC,0.0,False
QSOgrant5,-0.0,False
QSOgrant6,0.0,False
QSOgrant7,-0.0,False
DK,0.0,False
DF,0.0,False
DP,0.0,False
DY,0.0,False
CR,0.0,False
CW,-0.0,False
ER,0.0,False
ED,-0.0,False
EK,0.0,False
ES,0.0,False
QA,-0.0,False
QR,0.0,False
QSOgrant3,0.0,False
WK,0.0,False
WF,-0.0,False
WW,0.0,False
YN,0.0,False
YE,0.0,False
YQ,0.0,False
YL,-0.0,False
YK,-0.0,False
C,-0.0,False
YW,-0.0,False
YY,-0.0,False
VC,-0.0,False
VQ,-0.0,False
VI,0.0,False
MS,-0.0,False
VF,0.0,False
VS,-0.0,False
VT,-0.0,False
VW,-0.0,False
VY,0.0,False
VV,0.0,False
MoreauBrotoAuto_Hydrophobicity7,-0.0,False
MoreauBrotoAuto_Hydrophobicity9,-0.0,False
MoreauBrotoAuto_Hydrophobicity10,0.0,False
MoreauBrotoAuto_AvFlexibility3,-0.0,False
MoreauBrotoAuto_AvFlexibility7,-0.0,False
MoreauBrotoAuto_AvFlexibility9,-0.0,False
MoreauBrotoAuto_AvFlexibility11,-0.0,False
MoreauBrotoAuto_Polarizability8,0.0,False
MoreauBrotoAuto_Polarizability10,0.0,False
VM,-0.0,False
MV,-0.0,False
FR,0.0,False
FC,-0.0,False
FI,-0.0,False
FP,-0.0,False
FW,0.0,False
FY,0.0,False
PR,0.0,False
PQ,0.0,False
PK,-0.0,False
PM,-0.0,False
PF,-0.0,False
PW,-0.0,False
SR,0.0,False
SE,0.0,False
WI,-0.0,False
SV,-0.0,False
TR,0.0,False
TD,0.0,False
TC,0.0,False
TQ,-0.0,False
TG,-0.0,False
TK,-0.0,False
TF,0.0,False
TW,0.0,False
TY,-0.0,False
WR,0.0,False
WN,-0.0,False
WE,0.0,False
WQ,-0.0,False
WG,0.0,False
SS,-0.0,False
